integrated_code,integrated_name,주요전공명,전문교과 관련 교과목,취업률_전체,취업률_남,취업률_여
535,지적과,"지적법, 지적학, 도시계획, 지적행정실무, 측량수학, 지적 및 측량관계법규","고급 지구과학, 지구과학 실험, 과학과제 연구, 융합과학 탐구, 정보과학, 생태와 환경, 인간과 환경, 환경 측정 관리",61.2,62.5,58.8
536,지적학과,"지적CAD, 지적실무, 국토및도시계획, 토지정보체계론, 지적기초측량","고급 지구과학, 지구과학 실험, 과학과제 연구, 융합과학 탐구, 정보과학, 생태와 환경, 인간과 환경, 환경 측정 관리",66.2,67.1,65.0
537,지질학과,"광물학 및 실험, 자원지질학, 지하수학, 화석학 및 실험, 화성암석학 및 실험","고급 지구과학, 지구과학 실험, 과학과제 연구, 융합과학 탐구, 정보과학, 생태와 환경, 인간과 환경, 환경 측정 관리",66.2,67.1,65.0
540,창업경영과,"입지 및 상권분석, 창업사례연구, 창업절차실무, 경영학개론, 사업계획실무, 프렌차이즈경영론","심화 수학I, 정보과학, 국제 경제, 세계 문제와 미래 사회, 사회 탐구 방법 및 사회과제 연구, 기업과 경영, 회계 정보 처리 시스템, 금융 일반, 마케팅과 광고, 창업 일반, 커뮤니케이션, 유통 관리",68.0,70.4,65.9
541,천문학과,"관측천문학, 우주과학, 우주천문학, 천체물리학, 천체역학 개론","고급지구과학, 지구과학실험, 고급물리학, 물리학 실험, 과학과제 연구, 융합 과학 탐구, 심화수학I, 심화수학II, 고급수학I, 고급수학II, 정보과학, 전기ᆞ전자 기초, 전기ᆞ전자 측정, 환경 측정 관리",62.3,69.0,52.5
542,철도경영과,"철도경영론, 철도영업실무, 철도물류관리, 철도안전관리, 도시철도론","심화 수학I, 정보과학, 국제 경제, 세계 문제와 미래 사회, 사회 탐구 방법 및 사회과제 연구, 기업과 경영, 회계 정보 처리 시스템, 금융 일반, 마케팅과 광고, 창업 일반, 커뮤니케이션, 유통 관리",68.0,70.4,65.9
543,철도토목과,"궤도역학, 철도공학개론, 철도교량공학, 철도노반 공학, 철도설계실무","심화수학IᆞII, 고급 수학IᆞII, 고급 물리학, 물리학 실험, 고급 화학, 화학 실험, 정보과학, 융합과학탐구, 과학과제연구, 전기 철도 시공, 전기 철도 시설물 유지 보수, 철도 신호 제어 시공, 철도 신호 제어 시설물 유지 보수, 프로그래밍",65.7,63.8,80.0
545,철도운전과,"전기기관차, 철도차량기기, 운전이론, 운전기술, 철도전기회로실습","심화수학IᆞII, 고급 수학IᆞII, 고급 물리학, 물리학 실험, 고급 화학, 화학 실험, 정보과학, 융합과학탐구, 과학과제연구, 전기 철도 시공, 전기 철도 시설물 유지 보수, 철도 신호 제어 시공, 철도 신호 제어 시설물 유지 보수, 프로그래밍",65.7,63.8,80.0
546,철도전기제어과,"전기철도공학, 회로이론, 철도정보시스템, 전철전력공학, 차량전기시스템","심화수학IᆞII, 고급 수학IᆞII, 고급 물리학, 물리학 실험, 고급 화학, 화학 실험, 정보과학, 융합과학탐구, 과학과제연구, 공업 일반, 기계 제어 설계, 기계 소프트웨어 개발, 프로그래밍, 사물 인터넷 서비스 기획",72.2,71.7,78.6
547,철도교통과,"철도경영, 철도차량공학, 철도기계정비, 철도운전이론, 철도여객운송","심화수학IᆞII, 고급 수학IᆞII, 고급 물리학, 물리학 실험, 고급 화학, 화학 실험, 정보과학, 융합과학탐구, 과학과제연구, 전기 철도 시공, 전기 철도 시설물 유지 보수, 철도 신호 제어 시공, 철도 신호 제어 시설물 유지 보수, 프로그래밍",65.7,63.8,80.0
549,청소년복지과,"사회복지론, 가족복지론, 청소년복지론, 청소년문화, 청소년심리 및 상담","지역 이해, 세계 문제와 미래 사회, 사회 탐구 방법 및 사회과제 연구, 정보과학, 커뮤니케이션, 인간 발달, 아동 복지, 빅데이터 분석",69.1,71.2,68.2
550,청소년지도학과,"청소년지도방법론, 청소년심리, 청소년 정책론, 청소년상담, 청소년 육성법규와 행정","지역 이해, 세계 문제와 미래 사회, 사회 탐구 방법 및 사회과제 연구, 정보과학, 커뮤니케이션, 인간 발달, 아동 복지, 빅데이터 분석",64.9,65.1,64.9
552,체육학과,"운동생리학, 운동역학, 운동영양학, 체육원리, 사회체육론, 스포츠심리학","스포츠 개론, 체육 지도법, 체육 전공 실기 기초, 체육 전공 실기 심화, 체육 전공 실기 응용, 인체 구조와 기능, 간호의 기초",72.0,73.6,68.9
556,축산과,"축산학개론, 동물생리학, 동물영양학, 축산가공, 가축유통","고급 생명과학, 생명과학 실험, 물리화학 실험, 융합과학 탐구, 과학 과제 연구, 생태와 환경, 정보과학, 임산 가공, 제조화학, 생명공학 기술, 산림 자원",77.6,80.2,71.6
557,축산학과,"가금학 및 실습, 육우학, 축산 경영학, 동물유전학, 가축질병학","고급 생명과학, 생명과학 실험, 과학과제연구, 융합과학 탐구, 생태와 환경, 정보과학, 사회탐구 방법, 생명공학 기술, 인간과 환경",68.9,70.4,66.2
558,미디어출판과,"전자출판론, 전자출판실습, 출판기획론, 뉴미디어론, 매스컴개론","매체미술, 드로잉, 사진표현기법, 문학과 매체, 사회과제 연구, 영화 기술, 시나리오, 현대 세계의 변화, 미디어콘텐츠일반, 문화콘텐츠산업일반, 영상제작기초, 컴퓨터그래픽, 프로그애밍, 디지털 논리 회로, 디지털 이미지 재현",75.2,77.6,69.7
560,측지정보과,"위성측량(GPS), 지리정보(GIS), 측량학, 토질역학, 지적학","심화수학IᆞII, 고급 수학IᆞII, 고급 물리학, 물리학 실험, 고급 화학, 화학 실험, 고급 지구과학, 지구과학 실험, 정보 과학, 융합과학 탐구, 과학과제연구, 생태와 환경, 공업 일반, 토목 일반, 측량, 공간 정보 구축, 공간 정보 융합 서비스",76.4,75.8,79.2
566,커뮤니케이션디자인학과,"광고커뮤니케이션디자인, 디자인과 색채, 멀티미디어디자인, 인터랙티브디자인, 일러스트응용디자인","미술 이론, 미술사, 드로잉, 미술 전공 실기, 디자인 일반, 시각 디자인, 색채 관리",68.8,71.0,67.5
567,컨벤션산업과,"컨벤션산업이해, 컨벤션 기획실무, 컨벤션/이벤트 마케팅, 이미지 연출, 이벤트경영","심화 수학I, 정보과학, 국제 경제, 세계 문제와 미래 사회, 사회 탐구 방법 및 사회과제 연구, 기업과 경영, 회계 정보 처리 시스템, 금융 일반, 마케팅과 광고, 창업 일반, 커뮤니케이션, 유통 관리",68.0,70.4,65.9
568,게임콘텐츠과,"게임개론, 게임기획론, 게임프로그래밍, 게임시나리오, 프로그래밍기초","심화수학IᆞII, 고급 수학IᆞII, 고급 물리학, 물리학 실험, 정보과학, 융합과학탐구, 과학과제연구, 지역 이해, 사회탐구 방법, 사회과제 연구, 프로그래밍, 자료 구조, 빅데이터 분석, 사물 인터넷 서비스 기획",65.3,64.1,66.9
569,컴퓨터공학과,"운영체제, 소프트웨어 공학, 자료구조와 실험, 임베디드시스템, 데이터베이스","심화수학IᆞII, 고급 수학IᆞII, 고급 물리학, 물리학 실험, 고급 화학, 화학 실험, 정보과학, 융합과학탐구, 과학과제 연구, 디지털 논리 회로, 프로그래밍, 자료구조, 사물 인터넷 서비스 기획, 로봇 지능 개발",68.6,69.4,66.8
570,컴퓨터과학과,"소프트웨어 공학, 운영체제, 컴퓨터 구성, 정보기술 개론, 정보 검색","심화수학IᆞII, 고급 수학IᆞII, 고급 물리학, 물리학 실험, 고급 화학, 화학 실험, 정보과학, 융합과학탐구, 과학과제 연구, 디지털 논리 회로, 프로그래밍, 자료구조, 사물 인터넷 서비스 기획, 로봇 지능 개발",68.6,69.4,66.8
574,디지털디자인과,"디자인제도, 영상디자인, 시각디자인, 타이포그래피, 그래픽디자인","매체미술, 드로잉, 사진표현기법, 문학과 매체. 사회과제 연구, 영화 기술, 시나리오, 현대 세계의 변화, 미디어콘텐츠일반, 문화콘텐츠산업일반, 영상제작기초, 컴퓨터그래픽, 프로그래밍, 디지털 논리 회로, 디지털 이미지 재현",68.8,71.0,67.5
575,컴퓨터디자인학과,"디지털 이미지, 입체디자인, 컴퓨터 그래픽 시스템, 미디어디자인, 3D그래픽디자인","미술 이론, 미술사, 드로잉, 미술 전공 실기, 디자인 일반, 시각 디자인, 색채 관리",68.8,71.0,67.5
576,컴퓨터보안과,"데이터베이스, 시스템보안, 암호학, 모바일 보안, 정보통신개론","심화수학IᆞII, 고급 수학IᆞII, 고급 물리학, 물리학 실험, 고급 화학, 화학 실험, 정보과학, 융합과학탐구, 과학과제 연구, 생태와 환경, 지역 이해, 사회과제 연구, 정보처리와 관리, 프로그래밍, 자료구조, 네트워크 프로그래밍, 정보보호 관리",68.1,68.9,64.9
578,컴퓨터소프트웨어과,"전산학개론, C프로그래밍, JAVA 프로그래밍, UI/UX디자인, 운영체제","심화수학IᆞII, 고급 수학IᆞII, 고급 물리학, 물리학 실험, 정보과학, 융합과학탐구, 과학과제연구, 지역 이해, 사회탐구 방법, 사회과제 연구, 프로그래밍, 자료 구조, 빅데이터 분석, 사물 인터넷 서비스 기획",65.3,64.1,66.9
579,컴퓨터응용기계과,"기계재료, 기계공작법, 기계요소설계, CAD, 재료역학","심화수학IᆞII, 고급 수학IᆞII, 고급 물리학, 물리학 실험, 고급 화학, 화학 실험, 정보과학, 융합과학탐구, 과학과제연구, 디지털 논리 회로, 프로그래밍, 자료구조, 사물 인터넷 서비스 기획, 로봇 지능 개발",77.0,77.3,70.7
580,전기자동화과,"자동화시스템, 기초전기공학, 전기설비공학, 스마트팩토리, 기초기계공학","심화수학IᆞII, 고급 수학IᆞII, 고급 물리학, 물리학 실험, 고급 화학, 화학 실험, 정보과학, 융합과학탐구, 과학과제연구, 공업 일반, 기계 제도, 기계 일반, 기계 제어 설계, 전자 회로, 산업용 전자 기기 소프트웨어 개발",75.4,76.2,68.7
582,코디네이션과,"소재 및 색채디자인, 패션트렌드분석, 패션코디네이션 기초, 코디네이션스타일링, 패션 일러스트레이션","미술 이론, 미술사, 드로잉 미술 전공 실기, 디자인 일반, 시각디자인, 색체 관리",69.5,71.5,69.3
588,토목공학과,"기초측량학 및 실습, 구조역학, 교량공학, 토목제도 및 CAD, 사회기반시스템설계","심화수학IᆞII, 고급 수학IᆞII, 고급 물리학, 물리학 실험, 고급 화학, 화학 실험, 고급 지구과학, 지구과학 실험, 정보과학, 융합과학 탐구, 과학과제연구, 생태와 환경, 공업 일반, 토목 일반, 측량, 공간 정보 구축, 공간 정보 융합 서비스",71.0,71.9,67.1
590,토목과,"상하수도공학, 수리학, 응용역학, 철근콘크리트, 측량학","심화수학IᆞII, 고급 수학IᆞII, 고급 물리학, 물리학 실험, 고급 화학, 화학 실험, 고급 지구과학, 지구과학 실험, 정보 과학, 융합과학 탐구, 과학과제연구, 생태와 환경, 공업 일반, 토목 일반, 측량, 공간 정보 구축, 공간 정보 융합 서비스",76.4,75.8,79.2
591,통계학과,"다변량자료분석 및 실습, 확률론, SPSS입문, 통계데이터베이스, 통계학","심화 수학I, 정보과학, 국제 경제, 국제법, 지역 이해, 세계 문제와 미래 사회, 국제 관계와 국제기구, 사회 탐구 방법 및 사회과제 연구, 기업 자원 통합 관리, 금융 일반, 보험 일반, 예산ᆞ자금",66.8,67.7,65.8
592,특수교육학과,"특수교육학, 특수학급 운영, 특수학교교육과정론, 장애학생통합교육론, 특수교육공학","합창, 스포츠 개론, 체조 운동, 간호의 기초, 인체 구조와 기능",62.8,62.0,63.1
593,특수장비과,"재료역학, 전차정비학, 장갑차구조, 안전관리, 전투장비실습","심화수학IᆞII, 고급 수학IᆞII, 고급 물리학, 물리학 실험, 고급 화학, 화학 실험, 정보과학, 과학과제연구, 공업 일반, 공업 화학, 제조 화학, 화학 분석, 석유 화학 제품",75.2,77.6,69.7
596,패션디자인과,"패션디자인론, 패션디자인캐드, 패션상품디자인, 패션문화론, 패션드로잉","미술 이론, 매체 미술, 세계 문제와 미래 사회, 사회 탐구 방법 및 사회과제 연구, 디자인 일반, 색체 관리, 정보처리와 관리, 빅데이터 분석",70.2,71.8,69.9
598,주얼리디자인과,"디자인론, 색채학, 주얼리디자인, 주얼리재료학, 주얼리 캐드(CAD)","미술 이론, 미술사, 드로잉 미술 전공 실기, 디자인 일반, 시각디자인, 색체 관리",68.8,71.0,67.5
606,푸드스타일링과,"푸드코디네이션, 서양조리실습, 조리용어해설, 영양학, 메뉴관리, 조리과학","생명과학실험, 물리/화학 실험, 융합과학 탐구, 과학과제 연구, 식품과 영양, 식품위생, 급식관리, 식품과학, 식품분석",69.4,71.9,67.4
607,품질관리과,"품질경영, 회계원리, 물류관리론, 생산운영관리, 통계학일반","심화 수학I, 정보과학, 국제 경제, 세계 문제와 미래 사회, 사회 탐구 방법 및 사회과제 연구, 기업과 경영, 회계 정보 처리 시스템, 금융 일반, 마케팅과 광고, 창업 일반, 커뮤니케이션, 유통 관리",68.0,70.4,65.9
609,프랑스학과,"프랑스사회와 문화, 프랑스연극의 이해, 프랑스의 역사와 지성, 프랑스현대문학, 프랑스어회화","국제 정치, 국제 경제, 국제법, 지역 이해, 비교 문화, 세계 문제와 미래 사회, 국제 관계와 국제기구, 현대 세계의 변화, 사회 탐구 방법 및 사회과제 연구, 커뮤니케이션, 비즈니스 영어",59.1,61.0,58.0
611,피부미용과,"미용학개론, 피부 관리 이론 및 실습, 화장품학, 메이크업 이론 및 실습, 헤어디자인","미술 이론, 미술사, 드로잉 미술 전공 실기, 디자인 일반, 시각디자인, 색체 관리",69.5,71.5,69.3
612,피아노학과,"반주법, 악식론, 피아노 전공실기, 피아노문헌, 피아노연주법, 실내악","음악이론, 음악사, 시창ᆞ청음, 음악 전공 실기, 음악 콘텐츠 제작",56.2,58.2,55.7
615,한문교육과,"기초한문, 한문교육론, 한문교재연구, 한문지도법, 한문문법","중국문화, 전공 기초 중국어, 중국어 독해와 작문, 사회과제 연구, 사회 탐구 방법, 비교 문화",45.4,51.3,42.7
616,한문학과,"한문학통론, 한문학고전독해, 사기강독, 서예실습, 한문입문","중국문화, 전공기초 중국어, 중국어 독해와 작문, 사회과제 연구, 사회 탐구 방법, 비교문화",60.5,63.7,59.3
622,항공서비스과,"객실서비스실무, 서비스관리이론, 항공업무론, 항공객실영어회화, 항공객실업무","지역 이해, 세계 문제와 미래 사회, 사회 탐구 방법 및 사회과제 연구, 커뮤니케이션, 비즈니스 영어",67.5,69.6,67.0
623,항공여행과,"항공관광산업론, 항공관광영어, 세계문화관광, 기내방송업무, 기내안전업무","지역 이해, 세계 문제와 미래 사회, 사회 탐구 방법 및 사회과제 연구, 커뮤니케이션, 비즈니스 영어",67.5,69.6,67.0
624,항공우주공학과,"항공우주학 개론, 비행역학, 항공우주시스템설계, 유체역학, 항공제도 및 실습","심화수학IᆞII, 고급 수학IᆞII, 고급 물리학, 물리학 실험, 고급 화학, 화학 실험, 고급 지구과학, 지구과학 실험, 정보과학, 융합과학탐구, 과학과제연구, 공업 일반, 기계 일반, 기계 제도, 항공기 일반, 항공기 실무 기초, 항공기 기체 제작, 프로그래밍, 자료구조",70.4,71.0,66.9
626,항공운항학과,"항공역학, 항공기체구조, 모의비행, 공중항법학, 항공운항론","고급 물리학, 물리학 실험, 과학과제 연구, 심화수학IᆞII, 고급수학IᆞII, 심화영어IᆞII, 심화영어회화IᆞII, 항공기 일반, 항공기 실무 기초",70.4,71.0,66.9
627,항공정비과,"항공기 기체, 항공기 동력 장치, 항공기 장비, 항공기 정비 관리, 항공역학","고급물리학, 물리학 실험, 과학과제 연구, 심화수학I, 심화수학II, 고급수학I, 고급수학II, 심화영어I,II, 심화영어회화I,II,, 항공기 일반, 항공기 실무 기초",74.6,74.8,73.2
629,항해학과,"레이더 항해학, 선박운용 및 적부, 운항실습, 항해계기학 및 실습, 선박관리실무","심화수학IᆞII, 고급 수학IᆞII, 고급 물리학, 물리학 실험, 고급 화학, 화학 실험, 고급 지구과학, 지구과학 실험,, 정보과학, 융합과학탐구, 과학과제연구, 기계 제도, 기초 제도, 선박 구조, 선박 건조, 해양의 이해, 해양 정보 관리",80.2,83.1,68.1
630,해양경찰학과,"수색구조론, 해양경찰학, 해양오염방제론, 해양정보론, 해사법규","지역 이해, 세계 문제와 미래 사회, 현대 세계의 변화, 사회 탐구 방법 및 사회과제 연구, 커뮤니케이션, 정보처리와 관리, 컴퓨터 보안, 정보 보호 관리, 빅데이터 분석",58.7,61.7,55.8
631,해양공학과,"해양학, 해양천연물학, 해양건설공학, 선박해양공학개론, 유체역학","심화수학IᆞII, 고급 수학IᆞII, 고급 물리학, 물리학 실험, 고급 화학, 화학 실험, 고급 지구과학, 지구과학 실험,, 정보과학, 융합과학탐구, 과학과제연구, 기계 제도, 기초 제도, 선박 구조, 선박 건조, 해양의 이해, 해양 정보 관리",80.2,83.1,68.1
633,해양스포츠학과,"수영, 해양훈련, 세일링요트, 해양스포츠 안전교육론, 윈드서핑, 조정","스포츠 개론, 체육 지도법, 체육 전공 실기 기초, 체육 전공 실기 심화, 체육 전공 실기 응용, 인체 구조와 기능, 간호의 기초",72.0,73.6,68.9
634,해양시스템학과,"해양환경시스템학, 수산자원학, 연안환경해양학, 해양과학, 해양오염학","심화수학IᆞII, 고급 수학IᆞII, 고급 물리학, 물리학 실험, 고급 화학, 화학 실험, 고급 지구과학, 지구과학 실험,, 정보과학, 융합과학탐구, 과학과제연구, 기계 제도, 기초 제도, 선박 구조, 선박 건조, 해양의 이해, 해양 정보 관리",80.2,83.1,68.1
635,해양자원학과,"분자생물학, 해양동물학 및 실험, 해양생태학, 해양학, 해조생리학","고급 생명과학, 생명과학 실험, 물리화학 실험, 융합과학 탐구, 정보과학, 과학과제 연구, 생명공학 기술, 동물 지원, 반려동물 관리, 실험동물과 기타 가축, 종축, 사료생산",65.0,68.3,60.4
636,행정과,"재무행정론, 한국 정부론, 행정 국가론, 행정학 원론, 행정법","국제 정치, 국제 경제, 국제법, 지역 이해, 비교 문화, 세계 문제와 미래 사회, 국제 관계와 국제기구, 현대 세계의 변화, 사회 탐구 방법 및 사회 과제 연구, 커뮤니케이션, 정보 처리와 관리 정보 보호 관리, 빅데이터 분석",66.7,69.6,64.8
639,행정학과,"행정학원론, 정책학, 지방행정, 인사행정, 공공관리론","국제 정치, 국제 경제, 국제법, 지역 이해, 비교 문화, 세계 문제와 미래 사회, 국제 관계와 국제기구, 현대 세계의 변화, 사회 탐구 방법 및 사회과제 연구, 커뮤니케이션, 정보처리와 관리, 정보 보호 관리, 빅데이터 분석",58.7,61.7,55.8
643,호텔경영과,"호텔경영론, 비즈니스영어, 서비스경영론, 관광마케팅, 관광법규","심화 수학I, 정보과학, 국제 경제, 세계 문제와 미래 사회, 사회 탐구 방법 및 사회과제 연구, 기업과 경영, 회계 정보 처리 시스템, 금융 일반, 마케팅과 광고, 창업 일반, 커뮤니케이션, 유통 관리",68.0,70.4,65.9
644,호텔외식경영과,"호텔경영론, 호텔조리론, 객실관리실습, 서양조리실습, 식음료관리실습, 제과제빵실습","심화 수학I, 정보과학, 국제 경제, 세계 문제와 미래 사회, 사회 탐구 방법 및 사회과제 연구, 기업과 경영, 회계 정보 처리 시스템, 금융 일반, 마케팅과 광고, 창업 일반, 커뮤니케이션, 유통 관리",68.0,70.4,65.9
645,호텔조리과,"조리원리, 세계의 식문화, 서양조리실습, 한국조리실습, 창업메뉴관리론","생명과학실험, 물리/화학 실험, 융합과학 탐구, 과학과제 연구, 식품과 영양, 식품위생, 급식관리, 식품과학, 식품분석",69.4,71.9,67.4
646,화장품과,"피부관리실습, 화장품분석, 화장품미생물학, 화장품학개론, 기초화학","심화수학IᆞII, 고급 수학IᆞII, 고급 물리학, 물리학 실험, 고급 화학, 화학 실험, 정보과학, 과학과제연구, 공업 일반, 공업 화학, 제조 화학, 화학 분석, 석유 화학 제품",75.2,77.6,69.7
647,화학공업과,"분석화학, 일반화학, 단위조작, 물리화학, 화공양론","심화수학IᆞII, 고급 수학IᆞII, 고급 물리학, 물리학 실험, 고급 화학, 화학 실험, 정보과학, 과학과제연구, 공업 일반, 공업 화학, 제조 화학, 화학 분석, 석유 화학 제품",71.6,73.9,68.0
648,화학공학과,"물리화학, 정밀화학, 화공양론, 화공열역학, 화학반응공학","심화수학IᆞII, 고급 수학IᆞII, 고급 물리학, 물리학 실험, 고급 화학, 화학 실험, 정보과학, 과학과제연구, 공업일반, 공업 화학, 제조 화학, 화학 분석, 석유 화학 제품",71.6,73.9,68.0
649,화학과,"무기화학, 물리화학, 분석화학, 유기화학, 환경화학","고급화학, 화학 실험, 과학과제 연구, 융합과학 탐구, 정보과학, 심화수학I, 심화수학II, 고급수학I, 고급수학II, 환경화학 기초, 공업화학, 제조화학",67.3,70.8,64.4
652,환경공업과,"대기오염, 분석화학, 수질오염, 일반폐기물처리, 고분자공학","심화수학IᆞII, 고급 수학IᆞII, 고급 화학, 화학 실험, 고급 생명과학, 생명과학실험, 융합 과학 탐구, 과학과제연구, 생태와 환경, 지역 이해, 세계 문제와 미래 사회, 인간과 환경, 산업 안전 보건 기초, 환경 생태 관리",73.3,74.5,70.0
653,환경공학과,"대기오염 제어공학설계, 상하수도 계획 및 설계, 일반폐기물처리, 환경생태토목공학, 환경시스템공학","심화수학IᆞII, 고급 수학IᆞII, 고급 화학, 화학 실험, 고급 생명과학, 생명과학 실험, 융합과학탐구, 과학과제연구, 생태와 환경, 지역 이해, 세계 문제와 미래 사회, 인간과 환경, 산업 안전 보건 기초, 환경 생태 관리",65.4,70.2,59.3
654,환경과학과,"환경과학개론, 환경기초화학, 기초환경통계학, 환경미생물학, 환경과학전공글쓰기","심화수학IᆞII, 고급 수학IᆞII, 고급 화학, 화학 실험, 고급 생명과학, 생명과학 실험, 융합과학탐구, 과학과제연구, 생태와 환경, 지역 이해, 세계 문제와 미래 사회, 인간과 환경, 산업 안전 보건 기초, 환경 생태 관리",65.4,70.2,59.3
656,환경디자인과,"조경디자인개론, 도시환경디자인, 실내디자인캐드, 환경색채학, 조명디자인","미술 이론, 미술사, 드로잉 미술 전공 실기, 디자인 일반, 시각디자인, 색체 관리",68.8,71.0,67.5
657,환경디자인학과,"공간 심리학, 공간과 색채, 환경과 디자인, 지형디자인, 조경수목 및 관리학","미술 이론, 미술사, 드로잉, 미술 전공 실기, 디자인 일반, 시각 디자인, 색채 관리",68.8,71.0,67.5
658,환경보건학과,"생명화학, 환경보건학, 실내환경학, 육수학 및 실험, 독성 분석 및 실험","정보과학, 과학 과제 연구, 정보 보호 관리, 정보 처리와 관리, 공중 보건, 인체 구조와 기능, 기초 간호 임상 실무, 보건간호",77.6,77.2,77.7
659,환경시스템과,"수질오염분석, 대기오염물질 측정분석, 수질환경관리, 폐기물관리, 환경관계법규","심화수학IᆞII, 고급 수학IᆞII, 고급 화학, 화학 실험, 고급 생명과학, 생명과학실험, 융합 과학 탐구, 과학과제연구, 생태와 환경, 지역 이해, 세계 문제와 미래 사회, 인간과 환경, 산업 안전 보건 기초, 환경 생태 관리",73.3,74.5,70.0
660,환경조각학과,"현대조각론, 환경조각론, 환경조각연습, 조형, 환경조각, 공간연출","미술 이론, 미술사, 드로잉 미술 전공 실기, 디자인 일반, 시각디자인, 색체 관리",61.5,60.0,61.8
661,환경화학과,"공업화학개론, 대기오염, 대기오염방지기술, 분석화학, 수질오염","심화수학IᆞII, 고급 수학IᆞII, 고급 물리학, 물리학 실험, 고급 화학, 화학 실험, 정보과학, 과학과제연구, 공업일반, 공업 화학, 제조 화학, 화학 분석, 석유 화학 제품",71.6,73.9,68.0
662,회계학과,"재무회계, 중급회계, 관리회계, 원가회계, 회계감사","심화 수학I, 정보과학, 국제 경제, 국제법, 지역 이해, 세계 문제와 미래 사회, 국제 관계와 국제기구, 사회 탐구 방법 및 사회과제 연구, 회계 원리, 세무 일반, 금융 일반, 보험 일반, 예산ᆞ자금, 무역 금융 업무",63.1,64.7,61.8
663,회화학과,"드로잉 기법, 서예, 현대미술사, 한국미술사, 기초입체, 서양미술사","미술 이론, 미술사, 드로잉 미술 전공 실기, 디자인 일반, 시각디자인, 색체 관리",61.3,64.0,60.7
666,e-비즈니스학과,"전자무역, 정보시스템개론, ERP, CRM, e-Biz 시스템 구축","심화 수학I, 정보과학, 국제 경제, 세계 문제와 미래 사회, 사회 탐구 방법 및 사회과제 연구, 기업과 경영, 회계 정보 처리 시스템, 금융 일반, 마케팅과 광고, 창업 일반, 커뮤니케이션, 유통 관리",68.5,70.3,66.6
10001,한약자원학과,"한약한문, 한약학개론, 한약저장학, 한방미생물학, 인삼학 및 실습","고급 생명과학, 생명과학 실험, 물리화학 실험, 융합과학 탐구, 정보과학, 과학 과제연구, 생태와 환경, 생명공학 기술, 인간과 환경, 환경 화학 기초, 친환경 농업, 농업 기초 기술",65.0,68.3,60.4
10003,해양경찰과,"해양경찰학, 해상안전공학, 선박일반, 경찰무술, 기본항해학","지역 이해, 세계 문제와 미래 사회, 현대 세계의 변화, 사회 탐구 방법 및 사회과제 연구, 커뮤니케이션, 정보처리와 관리, 컴퓨터 보안, 정보 보호 관리, 빅데이터 분석",66.7,69.6,64.8
10007,국제관계학과,"국제관계론, 국제정치경제, 국제협상, 국제관계이슈, 국제법","국제 정치, 국제 경제, 국제법, 지역 이해, 비교 문화, 세계 문제와 미래 사회, 국제 관계와 국제기구, 현대 세계의 변화, 사회 탐구 방법 및 사회과제 연구, 커뮤니케이션, 비즈니스 영어",64.9,67.1,63.6
10008,만화창작과,"일러스트레이션, 창작만화, 디지털만화, 웹툰창작, 인체드로잉","미술 이론, 미술사, 드로잉 미술 전공 실기, 디자인 일반, 시각디자인, 색체 관리",67.9,65.3,68.9
10009,약재자원과,"한의약학개론, 본초학 및 본초학실습, 한약재가공실습, 약용식물재배실습, 방제학, 한방약차제조실습","고급 생명과학, 생명과학 실험, 물리화학 실험, 융합과학 탐구, 정보고학, 과학 과제연구, 생태와 환경, 생명고학 기술, 인간과 환경, 환경 화학 기초, 친환경 농업, 농업 기초 기술",62.5,100.0,50.0
